ts,machine_id,blender_id,melt_temp_c,melt_pressure_bar,melt_pressure_std,extruder_amps,cycle_time_s,blow_pressure_bar,mold_cool_temp_c,bottle_weight_g,bottle_weight_std_g,wall_thickness_mm,ambient_humidity_pct
2026-06-08 16:00:00,BM-04,BL-1,207.5,210.8,3.61,104.3,13.0,9.61,13.2,48.1,0.582,1.022,51.3
2026-06-08 16:00:00,BM-07,BL-2,204.3,212.7,3.75,108.5,13.03,9.49,14.1,48.06,0.77,1.033,53.6
2026-06-08 16:00:00,BM-09,BL-2,204.3,209.3,3.5,99.1,22.44,9.81,12.5,164.93,1.877,1.03,45.6
2026-06-08 16:00:00,BM-12,BL-1,207.8,211.3,3.25,109.6,32.77,9.13,13.8,165.25,1.625,1.021,42.4
2026-06-08 17:00:00,BM-04,BL-1,203.4,214.3,3.22,100.2,12.74,9.42,13.8,47.95,0.645,1.009,43.5
2026-06-08 17:00:00,BM-07,BL-2,205.2,212.5,2.87,101.3,12.59,9.18,14.6,47.99,1.031,1.062,45.6
2026-06-08 17:00:00,BM-09,BL-2,205.4,216.0,3.19,101.5,22.28,9.9,13.6,165.23,2.733,1.008,45.1
2026-06-08 17:00:00,BM-12,BL-1,203.4,210.2,2.94,105.3,33.24,9.29,13.7,164.2,2.36,1.01,46.6
2026-06-08 18:00:00,BM-04,BL-1,207.2,210.4,2.77,107.8,12.91,9.81,15.4,47.89,0.507,1.026,47.6
2026-06-08 18:00:00,BM-07,BL-2,204.6,209.4,3.62,104.6,12.95,9.54,13.6,48.01,0.814,0.997,55.1
2026-06-08 18:00:00,BM-09,BL-2,208.1,209.8,3.63,100.1,21.59,9.44,14.5,164.05,2.806,0.983,36.9
2026-06-08 18:00:00,BM-12,BL-1,204.5,211.0,4.15,106.1,33.75,9.22,13.8,165.14,1.892,1.011,46.6
2026-06-08 19:00:00,BM-04,BL-1,204.2,208.6,2.79,110.7,12.89,9.5,14.7,48.13,0.665,1.018,44.4
2026-06-08 19:00:00,BM-07,BL-2,204.6,212.0,2.74,106.1,12.86,9.25,14.7,47.98,0.848,1.004,48.4
2026-06-08 19:00:00,BM-09,BL-2,204.8,208.0,2.98,100.4,22.31,9.46,14.7,165.12,3.339,1.031,42.7
2026-06-08 19:00:00,BM-12,BL-1,206.4,213.5,3.36,105.0,33.14,9.38,14.0,164.89,1.987,1.056,49.0
2026-06-08 20:00:00,BM-04,BL-1,205.6,213.5,2.73,102.5,12.77,9.65,15.2,47.86,0.732,0.985,36.3
2026-06-08 20:00:00,BM-07,BL-2,208.4,211.5,3.41,98.2,12.84,9.52,14.5,47.86,0.864,1.021,46.6
2026-06-08 20:00:00,BM-09,BL-2,206.8,214.3,2.82,104.2,21.86,8.71,13.9,165.53,2.497,1.021,39.8
2026-06-08 20:00:00,BM-12,BL-1,207.4,215.2,3.71,101.9,34.0,8.79,14.6,164.92,1.976,1.007,57.0
2026-06-08 21:00:00,BM-04,BL-1,207.5,214.1,3.92,103.6,13.02,9.45,13.4,48.01,0.421,1.021,42.0
2026-06-08 21:00:00,BM-07,BL-2,207.8,215.7,3.2,99.4,13.31,9.64,14.3,48.03,0.579,1.033,51.2
2026-06-08 21:00:00,BM-09,BL-2,207.5,216.1,3.06,106.0,21.94,9.57,13.5,165.22,2.517,1.007,45.2
2026-06-08 21:00:00,BM-12,BL-1,204.3,210.3,3.39,108.7,32.35,9.45,14.0,165.14,2.96,1.003,46.9
2026-06-08 22:00:00,BM-04,BL-1,206.7,214.3,3.87,102.6,13.08,9.93,13.7,48.0,0.594,1.059,56.5
2026-06-08 22:00:00,BM-07,BL-2,207.2,210.2,3.55,104.1,13.23,9.13,13.9,48.08,1.097,1.005,48.0
2026-06-08 22:00:00,BM-09,BL-2,203.4,212.6,3.77,104.7,21.82,9.83,14.2,165.08,2.207,1.017,39.6
2026-06-08 22:00:00,BM-12,BL-1,204.2,212.3,3.87,99.6,33.23,9.63,13.4,165.43,3.353,1.023,47.6
2026-06-08 23:00:00,BM-04,BL-1,209.5,212.6,2.68,107.2,13.4,9.6,13.8,48.04,0.646,1.001,46.1
2026-06-08 23:00:00,BM-07,BL-2,207.3,212.6,1.35,105.4,13.14,9.72,13.7,48.23,0.746,1.027,40.6
2026-06-08 23:00:00,BM-09,BL-2,205.4,214.9,2.81,102.9,21.64,9.48,13.1,164.76,3.079,1.011,44.8
2026-06-08 23:00:00,BM-12,BL-1,205.3,212.4,3.89,102.1,32.63,9.51,14.4,165.61,3.224,1.038,52.9
2026-06-09 00:00:00,BM-04,BL-1,205.9,211.8,3.67,101.4,12.64,9.3,14.2,48.12,0.847,1.019,51.1
2026-06-09 00:00:00,BM-07,BL-2,202.9,211.0,3.35,104.2,12.67,9.62,13.5,47.91,0.782,1.014,46.5
2026-06-09 00:00:00,BM-09,BL-2,205.7,210.5,2.21,109.0,21.67,9.09,13.8,164.49,2.268,0.994,60.8
2026-06-09 00:00:00,BM-12,BL-1,205.6,211.3,3.11,99.9,32.23,9.53,13.2,165.14,3.314,1.009,45.2
2026-06-09 01:00:00,BM-04,BL-1,203.6,214.1,2.89,102.7,12.55,10.16,14.6,48.04,0.489,1.023,47.2
2026-06-09 01:00:00,BM-07,BL-2,209.8,210.2,3.9,104.2,12.92,9.41,14.7,47.85,0.685,0.993,44.6
2026-06-09 01:00:00,BM-09,BL-2,205.5,213.6,2.31,103.4,22.44,9.41,13.5,164.75,2.502,1.033,50.0
2026-06-09 01:00:00,BM-12,BL-1,204.6,211.5,3.14,94.9,33.01,9.32,13.3,165.18,2.196,1.005,55.2
2026-06-09 02:00:00,BM-04,BL-1,204.3,210.9,3.17,102.7,12.75,9.2,13.3,47.94,0.662,1.022,48.4
2026-06-09 02:00:00,BM-07,BL-2,205.5,209.1,3.66,110.6,13.02,9.41,13.4,48.07,0.86,1.026,38.8
2026-06-09 02:00:00,BM-09,BL-2,207.6,215.5,2.65,98.1,21.26,10.15,14.2,164.76,2.315,1.044,50.7
2026-06-09 02:00:00,BM-12,BL-1,204.7,212.9,2.29,102.9,32.53,9.41,13.7,164.72,2.527,0.975,42.0
2026-06-09 03:00:00,BM-04,BL-1,202.3,212.3,3.02,97.5,12.74,9.7,13.3,47.87,0.729,1.014,48.4
2026-06-09 03:00:00,BM-07,BL-2,203.8,211.2,3.89,98.7,12.96,9.4,13.9,48.05,0.883,1.027,55.3
2026-06-09 03:00:00,BM-09,BL-2,204.2,212.5,3.34,99.2,21.07,8.81,14.5,165.38,2.409,1.037,52.0
2026-06-09 03:00:00,BM-12,BL-1,206.3,210.6,2.86,105.0,33.25,9.9,13.8,164.96,3.19,1.054,45.7
2026-06-09 04:00:00,BM-04,BL-1,204.8,210.0,3.09,99.1,13.22,10.07,13.1,47.89,0.868,1.031,40.8
2026-06-09 04:00:00,BM-07,BL-2,204.1,214.6,3.34,106.4,13.15,9.91,14.2,47.98,0.606,0.992,32.1
2026-06-09 04:00:00,BM-09,BL-2,203.1,212.9,2.98,105.5,22.02,9.31,14.1,164.82,1.929,1.039,40.0
2026-06-09 04:00:00,BM-12,BL-1,204.8,206.9,2.26,104.7,31.91,10.03,14.1,164.89,3.651,0.984,52.2
2026-06-09 05:00:00,BM-04,BL-1,204.5,211.0,3.25,104.1,13.09,9.44,13.0,47.94,0.824,0.988,42.1
2026-06-09 05:00:00,BM-07,BL-2,206.8,211.6,3.37,105.1,12.88,9.6,13.5,47.92,0.716,0.993,45.9
2026-06-09 05:00:00,BM-09,BL-2,205.8,211.6,3.03,106.0,21.31,9.71,13.7,165.63,2.004,1.042,40.7
2026-06-09 05:00:00,BM-12,BL-1,202.0,210.8,3.52,100.6,32.57,9.48,13.7,164.64,2.523,0.99,40.9
2026-06-09 06:00:00,BM-04,BL-1,204.0,210.1,2.41,106.7,12.7,9.27,14.9,48.1,0.668,0.976,42.9
2026-06-09 06:00:00,BM-07,BL-2,205.8,214.1,3.47,106.9,12.65,9.37,14.1,47.87,0.584,1.043,39.7
2026-06-09 06:00:00,BM-09,BL-2,204.1,210.2,3.34,104.5,21.41,9.19,14.6,165.03,2.704,1.01,47.3
2026-06-09 06:00:00,BM-12,BL-1,204.5,212.9,3.15,99.0,32.78,9.61,13.7,164.45,1.95,1.041,42.8
2026-06-09 07:00:00,BM-04,BL-1,203.3,214.0,2.02,101.5,13.0,9.96,13.2,47.92,0.737,1.052,49.6
2026-06-09 07:00:00,BM-07,BL-2,205.7,210.2,3.62,102.8,12.94,9.84,14.0,47.95,0.82,0.983,55.5
2026-06-09 07:00:00,BM-09,BL-2,205.8,211.7,3.67,108.2,21.39,9.12,14.5,165.26,2.709,0.974,52.2
2026-06-09 07:00:00,BM-12,BL-1,203.9,208.0,2.86,107.6,32.07,9.43,13.6,165.69,2.048,1.004,56.5
2026-06-09 08:00:00,BM-04,BL-1,205.9,210.2,2.47,100.7,12.4,9.13,12.8,48.11,0.722,0.989,41.4
2026-06-09 08:00:00,BM-07,BL-2,203.6,211.1,4.22,105.2,12.8,9.58,14.1,47.97,0.696,1.03,64.6
2026-06-09 08:00:00,BM-09,BL-2,206.4,209.8,3.42,105.0,21.33,9.8,14.3,164.74,2.696,0.992,53.1
2026-06-09 08:00:00,BM-12,BL-1,205.6,212.3,2.9,108.8,32.65,9.49,14.0,165.27,2.982,1.019,50.9
2026-06-09 09:00:00,BM-04,BL-1,204.9,210.4,3.43,106.2,12.7,9.59,14.8,48.0,0.985,1.036,44.9
2026-06-09 09:00:00,BM-07,BL-2,205.3,211.8,3.24,104.0,13.19,9.38,14.5,47.92,0.803,1.028,43.2
2026-06-09 09:00:00,BM-09,BL-2,206.6,214.2,3.95,102.3,21.98,9.9,14.3,165.12,2.234,1.022,42.6
2026-06-09 09:00:00,BM-12,BL-1,207.8,212.2,2.54,108.0,33.39,9.86,14.3,164.73,3.211,1.056,50.0
2026-06-09 10:00:00,BM-04,BL-1,205.8,213.5,2.76,105.4,12.78,9.31,13.2,48.07,0.93,1.016,54.9
2026-06-09 10:00:00,BM-07,BL-2,204.3,212.0,2.83,103.0,12.55,9.67,14.1,48.12,0.843,1.015,48.7
2026-06-09 10:00:00,BM-09,BL-2,205.3,213.5,3.17,104.6,21.69,9.67,13.8,165.15,1.986,1.071,48.0
2026-06-09 10:00:00,BM-12,BL-1,205.0,210.2,3.46,98.8,33.15,9.26,14.8,164.46,3.343,1.036,72.9
2026-06-09 11:00:00,BM-04,BL-1,206.8,214.1,3.51,100.2,12.55,9.79,14.0,47.92,0.863,0.998,48.6
2026-06-09 11:00:00,BM-07,BL-2,205.0,209.7,2.8,105.7,12.58,9.7,13.2,47.94,0.518,1.01,46.2
2026-06-09 11:00:00,BM-09,BL-2,207.8,210.0,3.46,104.2,21.63,9.52,13.9,165.03,3.016,1.026,40.1
2026-06-09 11:00:00,BM-12,BL-1,206.9,214.1,2.57,102.0,31.51,9.39,13.1,164.9,2.364,0.997,49.1
2026-06-09 12:00:00,BM-04,BL-1,206.7,213.7,3.12,109.8,12.97,9.25,12.3,47.82,0.823,1.023,41.7
2026-06-09 12:00:00,BM-07,BL-2,205.7,212.1,2.47,102.8,12.99,9.31,13.5,47.86,0.669,0.995,49.6
2026-06-09 12:00:00,BM-09,BL-2,205.1,212.4,3.31,110.2,21.65,9.1,13.7,164.98,1.964,1.005,48.6
2026-06-09 12:00:00,BM-12,BL-1,204.5,214.1,3.01,103.6,33.65,9.49,14.0,164.92,2.878,1.056,48.9
2026-06-09 13:00:00,BM-04,BL-1,203.7,213.9,3.32,102.3,12.37,9.33,14.2,48.0,0.537,1.021,59.3
2026-06-09 13:00:00,BM-07,BL-2,205.9,214.9,3.59,106.0,12.65,9.5,14.1,48.11,0.987,1.005,46.5
2026-06-09 13:00:00,BM-09,BL-2,204.1,215.2,2.54,102.0,21.46,9.67,13.8,165.23,2.734,0.988,47.5
2026-06-09 13:00:00,BM-12,BL-1,202.8,216.7,3.24,98.2,33.98,9.58,13.3,165.16,2.207,1.007,45.6
2026-06-09 14:00:00,BM-04,BL-1,204.0,210.0,3.22,108.5,12.51,9.32,13.9,47.75,0.675,1.018,44.4
2026-06-09 14:00:00,BM-07,BL-2,204.9,214.6,4.68,108.7,12.92,9.74,14.1,48.07,0.877,1.054,50.1
2026-06-09 14:00:00,BM-09,BL-2,202.3,212.6,2.27,104.4,21.82,9.55,13.5,164.46,2.57,0.998,53.4
2026-06-09 14:00:00,BM-12,BL-1,204.9,212.9,2.48,102.4,32.21,9.2,13.6,164.94,3.018,1.039,39.6
2026-06-09 15:00:00,BM-04,BL-1,204.8,213.3,2.73,102.3,12.7,9.25,13.3,47.99,0.688,1.041,51.2
2026-06-09 15:00:00,BM-07,BL-2,204.8,212.1,3.96,102.6,12.92,9.6,13.0,48.13,0.483,1.033,56.8
2026-06-09 15:00:00,BM-09,BL-2,205.8,210.3,2.85,106.3,21.24,9.88,14.0,164.44,2.32,1.01,46.2
2026-06-09 15:00:00,BM-12,BL-1,205.7,212.0,2.55,104.6,32.73,9.04,14.4,164.78,2.328,1.025,48.0
2026-06-09 16:00:00,BM-04,BL-1,208.8,211.2,3.39,108.6,12.6,9.15,14.3,48.27,0.748,1.019,45.2
2026-06-09 16:00:00,BM-07,BL-2,204.7,209.2,4.01,105.0,12.73,9.75,14.3,47.97,0.545,1.045,34.8
2026-06-09 16:00:00,BM-09,BL-2,206.0,211.8,3.0,103.1,21.22,9.55,14.6,164.96,1.678,1.024,43.1
2026-06-09 16:00:00,BM-12,BL-1,207.2,213.9,2.94,107.6,32.24,9.3,13.5,164.63,1.76,1.025,49.4
2026-06-09 17:00:00,BM-04,BL-1,204.0,212.0,3.79,105.2,12.42,9.55,14.5,48.01,0.737,1.024,51.6
2026-06-09 17:00:00,BM-07,BL-2,204.7,214.1,3.02,108.9,12.76,10.11,14.5,48.02,0.675,1.029,57.2
2026-06-09 17:00:00,BM-09,BL-2,202.7,209.2,3.01,110.5,22.32,9.88,14.7,165.01,2.377,0.987,49.4
2026-06-09 17:00:00,BM-12,BL-1,203.7,212.1,4.46,101.5,33.5,9.42,13.7,164.88,2.25,1.042,48.4
2026-06-09 18:00:00,BM-04,BL-1,206.7,210.4,3.85,105.7,12.83,9.4,12.9,48.01,1.055,1.026,46.6
2026-06-09 18:00:00,BM-07,BL-2,204.6,208.8,3.16,102.8,12.88,9.47,13.5,47.8,0.67,1.025,48.1
2026-06-09 18:00:00,BM-09,BL-2,205.1,210.2,3.36,103.2,21.76,9.37,13.4,165.09,2.393,1.068,52.1
2026-06-09 18:00:00,BM-12,BL-1,204.0,210.9,2.88,104.6,33.3,9.97,14.5,164.67,1.608,1.011,51.1
2026-06-09 19:00:00,BM-04,BL-1,207.8,211.8,3.24,105.8,12.69,9.26,14.3,48.0,0.942,1.02,50.5
2026-06-09 19:00:00,BM-07,BL-2,204.7,213.1,2.31,102.2,12.9,9.09,14.8,48.02,0.653,1.077,45.9
2026-06-09 19:00:00,BM-09,BL-2,203.8,212.7,3.59,105.0,21.92,9.63,14.7,165.21,2.485,1.023,48.3
2026-06-09 19:00:00,BM-12,BL-1,203.8,211.7,3.65,100.2,33.72,9.53,13.8,164.41,1.594,1.038,46.4
2026-06-09 20:00:00,BM-04,BL-1,205.5,209.4,2.54,102.7,13.06,9.37,14.2,47.97,0.699,0.997,47.2
2026-06-09 20:00:00,BM-07,BL-2,206.3,210.1,2.36,104.5,12.5,9.27,13.1,47.97,0.729,0.995,53.8
2026-06-09 20:00:00,BM-09,BL-2,204.1,214.3,3.22,103.6,21.32,9.61,12.9,165.1,2.37,0.967,47.7
2026-06-09 20:00:00,BM-12,BL-1,203.3,212.5,3.19,102.9,33.29,10.35,13.3,165.25,3.003,1.029,44.8
2026-06-09 21:00:00,BM-04,BL-1,206.4,213.5,3.49,107.7,12.8,8.89,14.2,48.06,0.42,1.052,44.6
2026-06-09 21:00:00,BM-07,BL-2,205.9,212.6,3.42,107.0,12.98,9.55,13.2,47.9,0.712,1.016,48.6
2026-06-09 21:00:00,BM-09,BL-2,208.9,215.3,1.42,103.2,21.62,9.67,13.3,165.02,2.936,1.016,55.1
2026-06-09 21:00:00,BM-12,BL-1,204.9,210.1,3.87,101.9,34.13,8.85,13.7,164.49,2.2,1.009,50.7
2026-06-09 22:00:00,BM-04,BL-1,206.2,216.6,4.04,102.0,12.76,9.37,13.2,48.02,0.592,1.052,45.2
2026-06-09 22:00:00,BM-07,BL-2,204.7,213.5,2.97,102.3,12.88,9.36,14.2,47.88,0.489,1.024,56.3
2026-06-09 22:00:00,BM-09,BL-2,203.8,212.2,3.77,104.5,21.25,9.51,14.3,164.74,2.467,1.019,40.9
2026-06-09 22:00:00,BM-12,BL-1,205.0,214.8,4.45,104.9,32.41,9.27,13.0,165.42,1.892,1.029,45.9
2026-06-09 23:00:00,BM-04,BL-1,206.1,212.6,3.44,104.2,12.79,10.02,14.1,48.02,0.778,1.031,48.3
2026-06-09 23:00:00,BM-07,BL-2,205.2,211.6,2.94,104.3,12.65,9.68,13.9,48.02,0.647,1.017,35.9
2026-06-09 23:00:00,BM-09,BL-2,205.9,212.2,2.6,97.2,21.79,9.55,13.8,165.26,1.783,1.041,44.7
2026-06-09 23:00:00,BM-12,BL-1,203.9,211.7,2.91,100.6,32.25,9.73,13.2,164.39,3.105,1.015,48.8
2026-06-10 00:00:00,BM-04,BL-1,204.1,210.9,2.54,103.7,12.66,9.77,13.0,47.94,0.721,1.025,48.0
2026-06-10 00:00:00,BM-07,BL-2,203.6,225.8,11.39,106.4,15.14,9.06,14.4,49.34,2.056,0.986,46.3
2026-06-10 00:00:00,BM-09,BL-2,207.3,232.5,11.45,120.5,25.95,9.25,14.5,169.28,9.886,0.856,61.4
2026-06-10 00:00:00,BM-12,BL-1,204.7,213.1,2.94,109.4,32.76,8.96,13.8,165.03,1.729,1.02,55.7
2026-06-10 01:00:00,BM-04,BL-1,204.6,211.7,2.7,104.4,12.6,9.26,13.7,47.91,0.457,1.007,45.3
2026-06-10 01:00:00,BM-07,BL-2,204.9,227.9,9.41,117.3,14.55,8.88,13.9,49.46,3.152,0.926,45.6
2026-06-10 01:00:00,BM-09,BL-2,203.6,227.0,10.38,115.0,24.75,9.74,14.1,170.61,10.877,0.874,48.6
2026-06-10 01:00:00,BM-12,BL-1,205.8,210.8,4.02,102.7,33.53,9.78,13.6,165.0,2.051,1.015,43.4
2026-06-10 02:00:00,BM-04,BL-1,206.0,210.3,3.69,105.0,12.72,10.07,13.8,48.03,0.594,1.019,51.2
2026-06-10 02:00:00,BM-07,BL-2,205.0,230.1,10.75,124.1,14.44,9.53,13.9,49.28,2.801,0.906,56.0
2026-06-10 02:00:00,BM-09,BL-2,202.2,235.1,9.68,129.1,25.95,9.43,14.2,170.09,8.105,0.874,48.3
2026-06-10 02:00:00,BM-12,BL-1,207.6,207.8,3.43,102.0,33.94,9.74,14.7,164.76,1.309,1.013,47.9
2026-06-10 03:00:00,BM-04,BL-1,205.2,208.6,2.77,110.6,12.89,9.37,15.0,48.09,0.729,1.027,48.8
2026-06-10 03:00:00,BM-07,BL-2,207.5,225.1,11.28,125.3,14.93,9.3,13.5,49.36,2.707,0.981,48.1
2026-06-10 03:00:00,BM-09,BL-2,204.9,229.3,9.56,121.9,25.1,9.67,13.5,170.74,8.476,0.991,50.2
2026-06-10 03:00:00,BM-12,BL-1,207.9,212.5,3.74,106.3,33.09,9.09,14.1,165.23,2.627,1.024,46.9
2026-06-10 04:00:00,BM-04,BL-1,204.4,214.6,2.76,106.7,12.36,9.55,14.3,47.87,0.835,0.992,45.3
2026-06-10 04:00:00,BM-07,BL-2,202.9,225.3,10.59,118.9,14.86,9.62,14.3,49.2,2.787,0.897,45.9
2026-06-10 04:00:00,BM-09,BL-2,205.3,230.9,7.36,116.1,24.25,9.17,14.4,170.38,9.322,0.948,39.6
2026-06-10 04:00:00,BM-12,BL-1,203.6,213.1,2.82,106.5,33.2,9.43,13.9,164.69,2.924,1.039,44.1
2026-06-10 05:00:00,BM-04,BL-1,205.3,210.9,2.94,101.9,13.32,8.95,14.4,48.06,0.891,1.028,43.4
2026-06-10 05:00:00,BM-07,BL-2,204.6,222.9,9.65,125.4,14.82,9.7,13.0,49.15,2.432,0.9,51.6
2026-06-10 05:00:00,BM-09,BL-2,205.2,229.6,10.97,113.8,25.87,9.19,14.0,170.09,7.933,0.911,41.2
2026-06-10 05:00:00,BM-12,BL-1,202.4,211.3,4.07,104.3,33.01,9.3,14.1,164.99,2.563,0.977,49.0
2026-06-10 06:00:00,BM-04,BL-1,203.4,212.7,3.92,100.3,13.08,9.67,13.6,47.98,0.595,1.016,49.5
2026-06-10 06:00:00,BM-07,BL-2,204.2,227.7,13.28,110.0,15.05,9.12,13.5,49.17,2.873,1.007,48.9
2026-06-10 06:00:00,BM-09,BL-2,205.3,224.9,9.69,112.1,24.48,9.16,14.4,169.41,8.777,1.019,47.8
2026-06-10 06:00:00,BM-12,BL-1,203.7,211.3,2.73,102.0,32.67,9.1,14.4,165.1,3.804,1.031,52.1
2026-06-10 07:00:00,BM-04,BL-1,204.3,214.4,3.21,103.6,12.61,9.75,13.7,48.07,0.763,1.016,50.6
2026-06-10 07:00:00,BM-07,BL-2,203.4,233.1,11.47,111.6,14.3,9.48,15.3,49.21,2.532,0.967,44.0
2026-06-10 07:00:00,BM-09,BL-2,205.7,231.0,10.12,117.9,24.0,9.77,14.0,170.06,8.336,0.902,54.5
2026-06-10 07:00:00,BM-12,BL-1,205.9,211.9,2.82,109.1,32.82,9.66,13.5,164.84,1.747,1.015,39.4
2026-06-10 08:00:00,BM-04,BL-1,204.7,213.6,3.07,108.8,12.45,9.17,14.5,48.05,0.694,1.034,46.4
2026-06-10 08:00:00,BM-07,BL-2,204.8,229.0,11.38,128.3,14.91,9.53,14.6,49.53,3.148,0.99,50.6
2026-06-10 08:00:00,BM-09,BL-2,204.2,230.7,11.75,100.3,25.08,10.0,13.8,169.93,9.756,0.963,43.1
2026-06-10 08:00:00,BM-12,BL-1,203.3,211.3,2.86,106.5,34.06,9.84,13.8,164.76,2.137,1.031,48.6
2026-06-10 09:00:00,BM-04,BL-1,205.6,210.7,2.94,103.1,12.55,9.07,14.0,48.08,0.877,1.021,49.5
2026-06-10 09:00:00,BM-07,BL-2,204.6,231.0,11.63,127.5,14.94,9.42,14.3,49.49,2.063,0.907,53.3
2026-06-10 09:00:00,BM-09,BL-2,204.7,234.6,12.8,130.7,24.69,9.73,14.8,170.86,9.831,1.038,46.1
2026-06-10 09:00:00,BM-12,BL-1,206.3,214.9,2.55,103.3,32.19,10.38,15.0,164.95,1.415,1.016,39.4
2026-06-10 10:00:00,BM-04,BL-1,205.8,213.6,3.0,104.5,12.59,9.53,13.6,48.02,0.76,0.993,43.2
2026-06-10 10:00:00,BM-07,BL-2,204.9,233.5,10.89,121.5,14.65,9.27,15.2,49.75,2.306,0.93,37.9
2026-06-10 10:00:00,BM-09,BL-2,207.6,230.4,11.83,129.2,25.48,9.23,15.3,170.83,10.49,0.883,50.3
2026-06-10 10:00:00,BM-12,BL-1,204.4,210.2,3.07,106.2,32.02,9.43,13.6,164.35,2.269,1.015,46.0
2026-06-10 11:00:00,BM-04,BL-1,205.5,212.1,2.78,105.7,12.78,9.67,13.9,48.01,0.713,0.997,52.1
2026-06-10 11:00:00,BM-07,BL-2,203.5,226.2,10.62,116.3,15.38,10.17,13.7,49.73,2.718,0.906,41.9
2026-06-10 11:00:00,BM-09,BL-2,204.8,229.0,9.79,114.5,24.79,9.81,13.0,171.67,9.601,0.943,41.1
2026-06-10 11:00:00,BM-12,BL-1,204.6,214.7,2.98,106.2,31.69,9.44,14.6,165.14,2.489,1.046,43.1
2026-06-10 12:00:00,BM-04,BL-1,205.0,211.8,2.6,103.0,12.66,8.93,13.8,47.88,0.636,1.023,54.1
2026-06-10 12:00:00,BM-07,BL-2,206.1,229.7,11.37,133.5,14.85,9.3,13.2,49.28,3.42,1.023,43.7
2026-06-10 12:00:00,BM-09,BL-2,204.7,239.2,10.58,115.1,25.74,8.94,13.3,169.38,7.593,0.977,58.3
2026-06-10 12:00:00,BM-12,BL-1,206.0,212.1,4.32,103.1,32.35,9.05,13.1,165.65,2.457,1.02,37.7
2026-06-10 13:00:00,BM-04,BL-1,206.6,208.9,4.37,107.9,12.45,9.92,13.5,47.93,0.97,1.013,46.0
2026-06-10 13:00:00,BM-07,BL-2,203.6,229.5,11.16,116.7,15.06,9.4,13.4,49.37,1.767,0.891,44.3
2026-06-10 13:00:00,BM-09,BL-2,207.1,225.4,12.08,118.0,24.86,9.34,14.2,169.98,9.479,0.883,50.7
2026-06-10 13:00:00,BM-12,BL-1,208.3,212.6,2.05,102.5,33.69,9.72,13.6,165.38,2.374,1.06,48.0
2026-06-10 14:00:00,BM-04,BL-1,206.0,214.2,3.74,99.8,12.44,9.94,14.0,48.01,1.078,1.013,49.0
2026-06-10 14:00:00,BM-07,BL-2,204.2,228.2,9.82,115.4,14.92,9.06,13.1,49.53,2.593,0.942,66.2
2026-06-10 14:00:00,BM-09,BL-2,207.2,235.4,9.99,126.0,24.71,9.75,13.4,169.96,7.73,0.854,46.1
2026-06-10 14:00:00,BM-12,BL-1,206.1,210.9,3.25,102.3,32.3,9.16,13.1,165.13,2.669,1.025,47.3
2026-06-10 15:00:00,BM-04,BL-1,206.2,209.2,3.36,105.7,13.28,8.94,14.4,48.08,0.456,1.015,43.5
2026-06-10 15:00:00,BM-07,BL-2,206.0,227.2,10.92,110.9,14.7,9.65,14.1,49.34,2.642,0.892,38.3
2026-06-10 15:00:00,BM-09,BL-2,206.5,229.3,11.24,124.2,24.9,9.54,14.3,170.45,9.617,0.978,50.4
2026-06-10 15:00:00,BM-12,BL-1,206.9,213.4,2.93,97.6,32.04,9.04,15.2,164.79,2.45,1.005,44.1
2026-06-10 16:00:00,BM-04,BL-1,207.9,212.8,3.17,104.8,13.26,9.16,13.4,47.86,0.721,1.058,42.9
2026-06-10 16:00:00,BM-07,BL-2,206.9,236.5,11.29,120.8,14.81,9.24,13.6,49.38,3.383,0.871,43.7
2026-06-10 16:00:00,BM-09,BL-2,207.1,237.7,11.17,117.4,24.73,9.62,13.8,169.77,8.085,0.92,46.9
2026-06-10 16:00:00,BM-12,BL-1,204.7,211.4,2.94,105.8,32.82,9.72,13.6,165.25,1.598,1.051,42.5
2026-06-10 17:00:00,BM-04,BL-1,203.5,211.5,3.62,107.5,12.76,9.45,13.5,47.94,0.808,0.973,44.1
2026-06-10 17:00:00,BM-07,BL-2,200.5,226.0,12.59,125.1,14.16,9.69,13.2,49.33,2.417,0.803,44.2
2026-06-10 17:00:00,BM-09,BL-2,205.0,225.2,7.99,108.7,25.66,9.52,13.8,169.84,10.02,0.95,47.5
2026-06-10 17:00:00,BM-12,BL-1,204.7,210.7,1.39,102.7,33.04,9.37,13.5,165.38,2.638,0.99,51.2
2026-06-10 18:00:00,BM-04,BL-1,203.8,209.8,3.88,102.6,12.69,9.59,13.1,47.98,0.699,1.034,49.3
2026-06-10 18:00:00,BM-07,BL-2,203.9,233.4,11.82,117.8,14.33,8.81,13.1,49.52,1.869,0.915,55.1
2026-06-10 18:00:00,BM-09,BL-2,205.6,228.6,9.64,116.9,26.1,9.52,13.2,169.23,9.405,0.903,45.8
2026-06-10 18:00:00,BM-12,BL-1,205.3,211.3,2.91,105.9,33.48,9.83,13.6,165.11,3.225,1.023,46.8
2026-06-10 19:00:00,BM-04,BL-1,204.7,213.1,3.68,107.0,13.08,9.7,14.1,48.01,0.846,1.009,52.3
2026-06-10 19:00:00,BM-07,BL-2,203.7,230.8,11.45,118.2,14.62,9.28,14.0,49.18,2.868,0.858,48.4
2026-06-10 19:00:00,BM-09,BL-2,203.8,232.3,9.85,124.9,24.45,9.38,13.2,171.46,8.894,0.861,53.1
