DateKey,ProductKey,RegionKey,ChannelKey,UnitsSold,NetRevenue,COGS,GrossMargin,TradeSpend
2025-03-01,JUC-APPLE,South,Club,2266,36257.4,21029.29,15228.11,3263.17
2025-03-01,JUC-APPLE,South,Convenience,2515,40240.48,23339.48,16901.0,3621.64
2025-03-01,JUC-APPLE,South,Ecommerce,1122,17947.75,10409.7,7538.05,1615.3
2025-03-01,JUC-APPLE,South,Foodservice,1691,27062.56,15696.28,11366.28,2435.63
2025-03-01,JUC-APPLE,South,Grocery,4010,64156.88,37210.99,26945.89,5774.12
2025-03-01,JUC-APPLE,West,Club,2847,45545.9,26416.62,19129.28,4099.13
2025-03-01,JUC-APPLE,West,Convenience,3044,48704.94,28248.87,20456.07,4383.44
2025-03-01,JUC-APPLE,West,Ecommerce,1341,21455.45,12444.16,9011.29,1930.99
2025-03-01,JUC-APPLE,West,Foodservice,1880,30085.57,17449.63,12635.94,2707.7
2025-03-01,JUC-APPLE,West,Grocery,4686,74981.5,43489.27,31492.23,6748.34
2025-03-01,JUC-MANGO,Midwest,Club,1744,27901.85,16183.07,11718.78,2511.17
2025-03-01,JUC-MANGO,Midwest,Convenience,1980,31682.9,18376.08,13306.82,2851.46
2025-03-01,JUC-MANGO,Midwest,Ecommerce,863,13814.2,8012.24,5801.96,1243.28
2025-03-01,JUC-MANGO,Midwest,Foodservice,1176,18821.55,10916.5,7905.05,1693.94
2025-03-01,JUC-MANGO,Midwest,Grocery,2970,47522.7,27563.17,19959.53,4277.04
2025-03-01,JUC-MANGO,Mountain,Club,1212,19395.64,11249.47,8146.17,1745.61
2025-03-01,JUC-MANGO,Mountain,Convenience,1322,21154.16,12269.41,8884.75,1903.87
2025-03-01,JUC-MANGO,Mountain,Ecommerce,588,9415.5,5460.99,3954.51,847.4
2025-03-01,JUC-MANGO,Mountain,Foodservice,828,13251.34,7685.78,5565.56,1192.62
2025-03-01,JUC-MANGO,Mountain,Grocery,2002,32024.16,18574.01,13450.15,2882.17
2025-03-01,JUC-MANGO,Northeast,Club,1523,24370.4,14134.83,10235.57,2193.34
2025-03-01,JUC-MANGO,Northeast,Convenience,1692,27065.6,15698.05,11367.55,2435.9
2025-03-01,JUC-MANGO,Northeast,Ecommerce,788,12604.29,7310.49,5293.8,1134.39
2025-03-01,JUC-MANGO,Northeast,Foodservice,1119,17908.3,10386.81,7521.49,1611.75
2025-03-01,JUC-MANGO,Northeast,Grocery,2708,43327.17,25129.76,18197.41,3899.45
2025-03-01,JUC-MANGO,South,Club,1932,30906.38,17925.7,12980.68,2781.57
2025-03-01,JUC-MANGO,South,Convenience,2151,34409.06,19957.25,14451.81,3096.82
2025-03-01,JUC-MANGO,South,Ecommerce,989,15830.29,9181.57,6648.72,1424.73
2025-03-01,JUC-MANGO,South,Foodservice,1326,21209.78,12301.67,8908.11,1908.88
2025-03-01,JUC-MANGO,South,Grocery,3138,50202.06,29117.19,21084.87,4518.19
2025-03-01,JUC-MANGO,West,Club,2220,35525.44,20604.76,14920.68,3197.29
2025-03-01,JUC-MANGO,West,Convenience,2473,39565.44,22947.96,16617.48,3560.89
2025-03-01,JUC-MANGO,West,Ecommerce,1171,18738.83,10868.52,7870.31,1686.49
2025-03-01,JUC-MANGO,West,Foodservice,1587,25389.1,14725.68,10663.42,2285.02
2025-03-01,JUC-MANGO,West,Grocery,3941,63058.64,36574.01,26484.63,5675.28
2025-03-01,JUC-ORANGE,Midwest,Club,2513,40214.22,23324.25,16889.97,3619.28
2025-03-01,JUC-ORANGE,Midwest,Convenience,2722,43547.13,25257.34,18289.79,3919.24
2025-03-01,JUC-ORANGE,Midwest,Ecommerce,1216,19448.67,11280.23,8168.44,1750.38
2025-03-01,JUC-ORANGE,Midwest,Foodservice,1759,28143.05,16322.97,11820.08,2532.87
2025-03-01,JUC-ORANGE,Midwest,Grocery,4224,67580.23,39196.53,28383.7,6082.22
2025-03-01,JUC-ORANGE,Mountain,Club,1781,28495.68,16527.49,11968.19,2564.61
2025-03-01,JUC-ORANGE,Mountain,Convenience,1904,30461.84,17667.87,12793.97,2741.57
2025-03-01,JUC-ORANGE,Mountain,Ecommerce,897,14358.51,8327.94,6030.57,1292.27
2025-03-01,JUC-ORANGE,Mountain,Foodservice,1247,19944.9,11568.04,8376.86,1795.04
2025-03-01,JUC-ORANGE,Mountain,Grocery,3040,48641.31,28211.96,20429.35,4377.72
2025-03-01,JUC-ORANGE,Northeast,Club,2203,35243.96,20441.5,14802.46,3171.96
2025-03-01,JUC-ORANGE,Northeast,Convenience,2551,40814.33,23672.31,17142.02,3673.29
2025-03-01,JUC-ORANGE,Northeast,Ecommerce,1154,18466.27,10710.44,7755.83,1661.96
2025-03-01,JUC-ORANGE,Northeast,Foodservice,1548,24768.47,14365.71,10402.76,2229.16
2025-03-01,JUC-ORANGE,Northeast,Grocery,3847,61548.44,35698.1,25850.34,5539.36
2025-03-01,JUC-ORANGE,South,Club,2738,43815.48,25412.98,18402.5,3943.39
2025-03-01,JUC-ORANGE,South,Convenience,3088,49409.27,28657.38,20751.89,4446.83
2025-03-01,JUC-ORANGE,South,Ecommerce,1368,21887.67,12694.85,9192.82,1969.89
2025-03-01,JUC-ORANGE,South,Foodservice,1973,31572.24,18311.9,13260.34,2841.5
2025-03-01,JUC-ORANGE,South,Grocery,4817,77067.35,44699.06,32368.29,6936.06
2025-03-01,JUC-ORANGE,West,Club,3217,51469.64,29852.39,21617.25,4632.27
2025-03-01,JUC-ORANGE,West,Convenience,3684,58941.12,34185.85,24755.27,5304.7
2025-03-01,JUC-ORANGE,West,Ecommerce,1606,25699.73,14905.84,10793.89,2312.98
2025-03-01,JUC-ORANGE,West,Foodservice,2295,36721.88,21298.69,15423.19,3304.97
2025-03-01,JUC-ORANGE,West,Grocery,5622,89955.24,52174.04,37781.2,8095.97
2025-03-01,ROOT-BEER,Midwest,Club,2679,32145.4,17679.97,14465.43,4500.36
2025-03-01,ROOT-BEER,Midwest,Convenience,2836,34035.77,18719.67,15316.1,4765.01
2025-03-01,ROOT-BEER,Midwest,Ecommerce,1334,16010.67,8805.87,7204.8,2241.49
2025-03-01,ROOT-BEER,Midwest,Foodservice,1799,21588.46,11873.65,9714.81,3022.38
2025-03-01,ROOT-BEER,Midwest,Grocery,4447,53366.55,29351.6,24014.95,7471.32
2025-03-01,ROOT-BEER,Mountain,Club,1804,21648.73,11906.8,9741.93,3030.82
2025-03-01,ROOT-BEER,Mountain,Convenience,2046,24548.35,13501.59,11046.76,3436.77
2025-03-01,ROOT-BEER,Mountain,Ecommerce,931,11167.0,6141.85,5025.15,1563.38
2025-03-01,ROOT-BEER,Mountain,Foodservice,1256,15075.71,8291.64,6784.07,2110.6
2025-03-01,ROOT-BEER,Mountain,Grocery,3146,37751.58,20763.37,16988.21,5285.22
2025-03-01,ROOT-BEER,Northeast,Club,2405,28865.01,15875.76,12989.25,4041.1
2025-03-01,ROOT-BEER,Northeast,Convenience,2624,31486.0,17317.3,14168.7,4408.04
2025-03-01,ROOT-BEER,Northeast,Ecommerce,1202,14425.04,7933.77,6491.27,2019.51
2025-03-01,ROOT-BEER,Northeast,Foodservice,1710,20521.68,11286.92,9234.76,2873.04
2025-03-01,ROOT-BEER,Northeast,Grocery,4162,49940.49,27467.27,22473.22,6991.67
2025-03-01,ROOT-BEER,South,Club,2862,34346.46,18890.55,15455.91,4808.5
2025-03-01,ROOT-BEER,South,Convenience,3195,38336.12,21084.87,17251.25,5367.06
2025-03-01,ROOT-BEER,South,Ecommerce,1439,17264.17,9495.29,7768.88,2416.98
2025-03-01,ROOT-BEER,South,Foodservice,2120,25442.98,13993.64,11449.34,3562.02
2025-03-01,ROOT-BEER,South,Grocery,5116,61386.55,33762.6,27623.95,8594.12
2025-03-01,ROOT-BEER,West,Club,3477,41724.66,22948.56,18776.1,5841.45
2025-03-01,ROOT-BEER,West,Convenience,3892,46699.49,25684.72,21014.77,6537.93
2025-03-01,ROOT-BEER,West,Ecommerce,1700,20405.36,11222.95,9182.41,2856.75
2025-03-01,ROOT-BEER,West,Foodservice,2326,27916.38,15354.01,12562.37,3908.29
2025-03-01,ROOT-BEER,West,Grocery,5837,70048.47,38526.66,31521.81,9806.79
2025-03-01,SPK-BERRY,Midwest,Club,1827,25576.5,11509.42,14067.08,2046.12
2025-03-01,SPK-BERRY,Midwest,Convenience,1898,26566.19,11954.79,14611.4,2125.3
2025-03-01,SPK-BERRY,Midwest,Ecommerce,875,12252.07,5513.43,6738.64,980.17
2025-03-01,SPK-BERRY,Midwest,Foodservice,1200,16806.03,7562.71,9243.32,1344.48
2025-03-01,SPK-BERRY,Midwest,Grocery,3040,42554.16,19149.37,23404.79,3404.33
2025-03-01,SPK-BERRY,Mountain,Club,1249,17484.6,7868.07,9616.53,1398.77
2025-03-01,SPK-BERRY,Mountain,Convenience,1365,19108.9,8599.0,10509.9,1528.71
2025-03-01,SPK-BERRY,Mountain,Ecommerce,636,8906.62,4007.98,4898.64,712.53
2025-03-01,SPK-BERRY,Mountain,Foodservice,865,12106.72,5448.02,6658.7,968.54
2025-03-01,SPK-BERRY,Mountain,Grocery,2032,28441.45,12798.65,15642.8,2275.32
2025-03-01,SPK-BERRY,Northeast,Club,1543,21597.55,9718.9,11878.65,1727.8
2025-03-01,SPK-BERRY,Northeast,Convenience,1792,25085.1,11288.3,13796.8,2006.81
2025-03-01,SPK-BERRY,Northeast,Ecommerce,819,11468.84,5160.98,6307.86,917.51
2025-03-01,SPK-BERRY,Northeast,Foodservice,1105,15473.41,6963.03,8510.38,1237.87
2025-03-01,SPK-BERRY,Northeast,Grocery,2623,36715.01,16521.75,20193.26,2937.2
2025-03-01,SPK-BERRY,South,Club,1941,27176.13,12229.26,14946.87,2174.09
2025-03-01,SPK-BERRY,South,Convenience,2200,30806.97,13863.14,16943.83,2464.56
2025-03-01,SPK-BERRY,South,Ecommerce,1008,14105.86,6347.64,7758.22,1128.47
2025-03-01,SPK-BERRY,South,Foodservice,1388,19432.03,8744.41,10687.62,1554.56
2025-03-01,SPK-BERRY,South,Grocery,3250,45504.45,20477.0,25027.45,3640.36
2025-03-01,SPK-BERRY,West,Club,2241,31369.72,14116.37,17253.35,2509.58
2025-03-01,SPK-BERRY,West,Convenience,2554,35752.16,16088.47,19663.69,2860.17
2025-03-01,SPK-BERRY,West,Ecommerce,1144,16016.92,7207.61,8809.31,1281.35
2025-03-01,SPK-BERRY,West,Foodservice,1648,23067.93,10380.57,12687.36,1845.43
2025-03-01,SPK-BERRY,West,Grocery,3834,53680.48,24156.22,29524.26,4294.44
2025-03-01,SPK-LIME,Midwest,Club,1948,27276.78,12274.55,15002.23,2182.14
2025-03-01,SPK-LIME,Midwest,Convenience,2020,28283.77,12727.7,15556.07,2262.7
2025-03-01,SPK-LIME,Midwest,Ecommerce,933,13058.31,5876.24,7182.07,1044.66
2025-03-01,SPK-LIME,Midwest,Foodservice,1319,18469.27,8311.17,10158.1,1477.54
2025-03-01,SPK-LIME,Midwest,Grocery,3226,45158.02,20321.11,24836.91,3612.64
2025-03-01,SPK-LIME,Mountain,Club,1272,17806.69,8013.01,9793.68,1424.54
2025-03-01,SPK-LIME,Mountain,Convenience,1449,20283.4,9127.53,11155.87,1622.67
2025-03-01,SPK-LIME,Mountain,Ecommerce,659,9223.17,4150.43,5072.74,737.85
2025-03-01,SPK-LIME,Mountain,Foodservice,909,12728.92,5728.01,7000.91,1018.31
2025-03-01,SPK-LIME,Mountain,Grocery,2313,32386.74,14574.03,17812.71,2590.94
2025-03-01,SPK-LIME,Northeast,Club,1636,22904.34,10306.95,12597.39,1832.35
2025-03-01,SPK-LIME,Northeast,Convenience,1920,26882.68,12097.21,14785.47,2150.61
2025-03-01,SPK-LIME,Northeast,Ecommerce,818,11455.41,5154.93,6300.48,916.43
2025-03-01,SPK-LIME,Northeast,Foodservice,1170,16378.92,7370.51,9008.41,1310.31
2025-03-01,SPK-LIME,Northeast,Grocery,2791,39075.08,17583.79,21491.29,3126.01
2025-03-01,SPK-LIME,South,Club,2132,29844.77,13430.15,16414.62,2387.58
2025-03-01,SPK-LIME,South,Convenience,2229,31209.84,14044.43,17165.41,2496.79
2025-03-01,SPK-LIME,South,Ecommerce,1049,14692.16,6611.47,8080.69,1175.37
2025-03-01,SPK-LIME,South,Foodservice,1464,20493.71,9222.17,11271.54,1639.5
2025-03-01,SPK-LIME,South,Grocery,3641,50969.89,22936.45,28033.44,4077.59
2025-03-01,SPK-LIME,West,Club,2340,32763.49,14743.57,18019.92,2621.08
2025-03-01,SPK-LIME,West,Convenience,2602,36427.11,16392.2,20034.91,2914.17
2025-03-01,SPK-LIME,West,Ecommerce,1256,17588.71,7914.92,9673.79,1407.1
2025-03-01,SPK-LIME,West,Foodservice,1722,24107.49,10848.37,13259.12,1928.6
2025-03-01,SPK-LIME,West,Grocery,4136,57898.19,26054.19,31844.0,4631.86
2025-03-01,SPK-PLAIN,Midwest,Club,1406,19680.14,8856.06,10824.08,1574.41
2025-03-01,SPK-PLAIN,Midwest,Convenience,1520,21286.2,9578.79,11707.41,1702.9
2025-03-01,SPK-PLAIN,Midwest,Ecommerce,688,9626.08,4331.74,5294.34,770.09
2025-03-01,SPK-PLAIN,Midwest,Foodservice,959,13431.86,6044.34,7387.52,1074.55
2025-03-01,SPK-PLAIN,Midwest,Grocery,2333,32659.91,14696.96,17962.95,2612.79
2025-03-01,SPK-PLAIN,Mountain,Club,941,13169.97,5926.49,7243.48,1053.6
2025-03-01,SPK-PLAIN,Mountain,Convenience,1029,14408.86,6483.99,7924.87,1152.71
2025-03-01,SPK-PLAIN,Mountain,Ecommerce,467,6544.86,2945.19,3599.67,523.59
2025-03-01,SPK-PLAIN,Mountain,Foodservice,653,9136.57,4111.46,5025.11,730.93
2025-03-01,SPK-PLAIN,Mountain,Grocery,1586,22197.09,9988.69,12208.4,1775.77
2025-03-01,SPK-PLAIN,Northeast,Club,1217,17032.96,7664.83,9368.13,1362.64
2025-03-01,SPK-PLAIN,Northeast,Convenience,1319,18462.85,8308.28,10154.57,1477.03
2025-03-01,SPK-PLAIN,Northeast,Ecommerce,626,8761.18,3942.53,4818.65,700.89
2025-03-01,SPK-PLAIN,Northeast,Foodservice,823,11525.73,5186.58,6339.15,922.06
2025-03-01,SPK-PLAIN,Northeast,Grocery,2133,29861.55,13437.7,16423.85,2388.92
2025-03-01,SPK-PLAIN,South,Club,1544,21610.75,9724.84,11885.91,1728.86
2025-03-01,SPK-PLAIN,South,Convenience,1591,22272.4,10022.58,12249.82,1781.79
2025-03-01,SPK-PLAIN,South,Ecommerce,771,10795.03,4857.76,5937.27,863.6
2025-03-01,SPK-PLAIN,South,Foodservice,1023,14319.19,6443.64,7875.55,1145.54
2025-03-01,SPK-PLAIN,South,Grocery,2463,34486.32,15518.84,18967.48,2758.91
2025-03-01,SPK-PLAIN,West,Club,1714,23994.86,10797.69,13197.17,1919.59
2025-03-01,SPK-PLAIN,West,Convenience,1950,27304.5,12287.02,15017.48,2184.36
2025-03-01,SPK-PLAIN,West,Ecommerce,913,12779.68,5750.86,7028.82,1022.37
2025-03-01,SPK-PLAIN,West,Foodservice,1217,17034.14,7665.36,9368.78,1362.73
2025-03-01,SPK-PLAIN,West,Grocery,2904,40661.45,18297.65,22363.8,3252.92
2025-03-01,STL-1L,Midwest,Club,19371,174338.45,108089.84,66248.61,10460.31
2025-03-01,STL-1L,Midwest,Convenience,5125,46124.7,28597.31,17527.39,2767.48
2025-03-01,STL-1L,Midwest,Ecommerce,2325,20926.73,12974.57,7952.16,1255.6
2025-03-01,STL-1L,Midwest,Foodservice,3055,27491.91,17044.98,10446.93,1649.51
2025-03-01,STL-1L,Midwest,Grocery,7362,66255.18,41078.21,25176.97,3975.31
2025-03-01,STL-1L,Mountain,Club,3061,27550.82,17081.51,10469.31,1653.05
2025-03-01,STL-1L,Mountain,Convenience,3331,29975.18,18584.61,11390.57,1798.51
2025-03-01,STL-1L,Mountain,Ecommerce,1580,14217.07,8814.58,5402.49,853.02
2025-03-01,STL-1L,Mountain,Foodservice,2241,20165.41,12502.55,7662.86,1209.92
2025-03-01,STL-1L,Mountain,Grocery,5529,49765.13,30854.38,18910.75,2985.91
2025-03-01,STL-1L,Northeast,Club,3910,35186.14,21815.41,13370.73,2111.17
2025-03-01,STL-1L,Northeast,Convenience,4574,41167.86,25524.07,15643.79,2470.07
2025-03-01,STL-1L,Northeast,Ecommerce,2002,18021.79,11173.51,6848.28,1081.31
2025-03-01,STL-1L,Northeast,Foodservice,2779,25011.43,15507.09,9504.34,1500.69
2025-03-01,STL-1L,Northeast,Grocery,6611,59501.36,36890.84,22610.52,3570.08
2025-03-01,STL-1L,South,Club,4758,42818.91,26547.72,16271.19,2569.13
2025-03-01,STL-1L,South,Convenience,5519,49675.16,30798.6,18876.56,2980.51
2025-03-01,STL-1L,South,Ecommerce,2388,21495.56,13327.25,8168.31,1289.73
2025-03-01,STL-1L,South,Foodservice,3586,32275.56,20010.85,12264.71,1936.53
2025-03-01,STL-1L,South,Grocery,8711,78398.6,48607.13,29791.47,4703.92
2025-03-01,STL-1L,West,Club,5836,52527.65,32567.14,19960.51,3151.66
2025-03-01,STL-1L,West,Convenience,6499,58487.04,36261.96,22225.08,3509.22
2025-03-01,STL-1L,West,Ecommerce,2875,25877.87,16044.28,9833.59,1552.67
2025-03-01,STL-1L,West,Foodservice,4018,36158.99,22418.57,13740.42,2169.54
2025-03-01,STL-1L,West,Grocery,10311,92795.05,57532.93,35262.12,5567.7
2025-03-01,STL-500,Midwest,Club,4856,43707.11,27098.41,16608.7,2622.43
2025-03-01,STL-500,Midwest,Convenience,5257,47313.02,29334.07,17978.95,2838.78
2025-03-01,STL-500,Midwest,Ecommerce,2347,21121.76,13095.49,8026.27,1267.31
2025-03-01,STL-500,Midwest,Foodservice,3261,29350.77,18197.48,11153.29,1761.05
2025-03-01,STL-500,Midwest,Grocery,8212,73904.55,45820.82,28083.73,4434.27
2025-03-01,STL-500,Mountain,Club,3296,29665.18,18392.41,11272.77,1779.91
2025-03-01,STL-500,Mountain,Convenience,3683,33148.32,20551.96,12596.36,1988.9
2025-03-01,STL-500,Mountain,Ecommerce,1680,15118.45,9373.44,5745.01,907.11
2025-03-01,STL-500,Mountain,Foodservice,2397,21577.37,13377.97,8199.4,1294.64
2025-03-01,STL-500,Mountain,Grocery,5740,51655.85,32026.63,19629.22,3099.35
2025-03-01,STL-500,Northeast,Club,4326,38931.94,24137.8,14794.14,2335.92
2025-03-01,STL-500,Northeast,Convenience,4760,42835.78,26558.18,16277.6,2570.15
2025-03-01,STL-500,Northeast,Ecommerce,2097,18875.33,11702.7,7172.63,1132.52
2025-03-01,STL-500,Northeast,Foodservice,3150,28348.31,17575.95,10772.36,1700.9
2025-03-01,STL-500,Northeast,Grocery,7425,66829.12,41434.05,25395.07,4009.75
2025-03-01,STL-500,South,Club,5458,49124.58,30457.24,18667.34,2947.47
2025-03-01,STL-500,South,Convenience,5976,53782.74,33345.3,20437.44,3226.96
2025-03-01,STL-500,South,Ecommerce,2627,23642.89,14658.59,8984.3,1418.57
2025-03-01,STL-500,South,Foodservice,3737,33629.81,20850.48,12779.33,2017.79
2025-03-01,STL-500,South,Grocery,8740,78659.92,48769.15,29890.77,4719.6
2025-03-01,STL-500,West,Club,6332,56986.18,35331.43,21654.75,3419.17
2025-03-01,STL-500,West,Convenience,6892,62024.53,38455.21,23569.32,3721.47
2025-03-01,STL-500,West,Ecommerce,3150,28354.21,17579.61,10774.6,1701.25
2025-03-01,STL-500,West,Foodservice,4351,39155.93,24276.68,14879.25,2349.36
2025-03-01,STL-500,West,Grocery,10763,96862.88,60054.99,36807.89,5811.77
2025-04-01,COLA-CHERRY,Midwest,Club,2716,32589.55,17924.25,14665.3,4562.54
2025-04-01,COLA-CHERRY,Midwest,Convenience,2939,35265.2,19395.86,15869.34,4937.13
2025-04-01,COLA-CHERRY,Midwest,Ecommerce,1357,16289.3,8959.12,7330.18,2280.5
2025-04-01,COLA-CHERRY,Midwest,Foodservice,1980,23762.01,13069.11,10692.9,3326.68
2025-04-01,COLA-CHERRY,Midwest,Grocery,4866,58386.95,32112.82,26274.13,8174.17
2025-04-01,COLA-CHERRY,Mountain,Club,1972,23666.36,13016.5,10649.86,3313.29
2025-04-01,COLA-CHERRY,Mountain,Convenience,2161,25931.84,14262.51,11669.33,3630.46
2025-04-01,COLA-CHERRY,Mountain,Ecommerce,995,11942.54,6568.4,5374.14,1671.96
2025-04-01,COLA-CHERRY,Mountain,Foodservice,1391,16697.33,9183.53,7513.8,2337.63
2025-04-01,COLA-CHERRY,Mountain,Grocery,3334,40011.75,22006.46,18005.29,5601.64
2025-04-01,COLA-CHERRY,Northeast,Club,2459,29511.26,16231.19,13280.07,4131.58
2025-04-01,COLA-CHERRY,Northeast,Convenience,2780,33361.54,18348.85,15012.69,4670.62
2025-04-01,COLA-CHERRY,Northeast,Ecommerce,1251,15017.99,8259.89,6758.1,2102.52
2025-04-01,COLA-CHERRY,Northeast,Foodservice,1729,20746.43,11410.54,9335.89,2904.5
2025-04-01,COLA-CHERRY,Northeast,Grocery,4214,50568.62,27812.74,22755.88,7079.61
2025-04-01,COLA-CHERRY,South,Club,2990,35877.97,19732.88,16145.09,5022.92
2025-04-01,COLA-CHERRY,South,Convenience,3254,39044.92,21474.71,17570.21,5466.29
2025-04-01,COLA-CHERRY,South,Ecommerce,1549,18590.98,10225.04,8365.94,2602.74
2025-04-01,COLA-CHERRY,South,Foodservice,2067,24798.41,13639.13,11159.28,3471.78
2025-04-01,COLA-CHERRY,South,Grocery,5105,61260.75,33693.41,27567.34,8576.51
2025-04-01,COLA-CHERRY,West,Club,3561,42737.46,23505.6,19231.86,5983.24
2025-04-01,COLA-CHERRY,West,Convenience,3844,46126.5,25369.58,20756.92,6457.71
2025-04-01,COLA-CHERRY,West,Ecommerce,1833,22000.91,12100.5,9900.41,3080.13
2025-04-01,COLA-CHERRY,West,Foodservice,2552,30625.02,16843.76,13781.26,4287.5
2025-04-01,COLA-CHERRY,West,Grocery,6366,76396.9,42018.3,34378.6,10695.57
2025-04-01,COLA-DIET,Midwest,Club,14504,174049.85,95727.42,78322.43,24366.98
2025-04-01,COLA-DIET,Midwest,Convenience,3615,43381.69,23859.93,19521.76,6073.44
2025-04-01,COLA-DIET,Midwest,Ecommerce,1681,20167.72,11092.25,9075.47,2823.48
2025-04-01,COLA-DIET,Midwest,Foodservice,2390,28680.15,15774.08,12906.07,4015.22
2025-04-01,COLA-DIET,Midwest,Grocery,5849,70187.99,38603.39,31584.6,9826.32
2025-04-01,COLA-DIET,Mountain,Club,2308,27700.1,15235.06,12465.04,3878.01
2025-04-01,COLA-DIET,Mountain,Convenience,2644,31722.91,17447.6,14275.31,4441.21
2025-04-01,COLA-DIET,Mountain,Ecommerce,1134,13611.96,7486.58,6125.38,1905.67
2025-04-01,COLA-DIET,Mountain,Foodservice,1607,19279.39,10603.66,8675.73,2699.11
2025-04-01,COLA-DIET,Mountain,Grocery,4091,49095.97,27002.78,22093.19,6873.44
2025-04-01,COLA-DIET,Northeast,Club,2982,35778.54,19678.2,16100.34,5009.0
2025-04-01,COLA-DIET,Northeast,Convenience,3386,40626.67,22344.67,18282.0,5687.73
2025-04-01,COLA-DIET,Northeast,Ecommerce,1477,17721.31,9746.72,7974.59,2480.98
2025-04-01,COLA-DIET,Northeast,Foodservice,2071,24857.4,13671.57,11185.83,3480.04
2025-04-01,COLA-DIET,Northeast,Grocery,5256,63073.58,34690.47,28383.11,8830.3
2025-04-01,COLA-DIET,South,Club,3620,43438.22,23891.02,19547.2,6081.35
2025-04-01,COLA-DIET,South,Convenience,4076,48909.92,26900.46,22009.46,6847.39
2025-04-01,COLA-DIET,South,Ecommerce,1787,21438.71,11791.29,9647.42,3001.42
2025-04-01,COLA-DIET,South,Foodservice,2494,29929.53,16461.24,13468.29,4190.13
2025-04-01,COLA-DIET,South,Grocery,6230,74765.54,41121.05,33644.49,10467.18
2025-04-01,COLA-DIET,West,Club,4366,52394.46,28816.95,23577.51,7335.22
2025-04-01,COLA-DIET,West,Convenience,4684,56208.79,30914.83,25293.96,7869.23
2025-04-01,COLA-DIET,West,Ecommerce,2128,25541.64,14047.9,11493.74,3575.83
2025-04-01,COLA-DIET,West,Foodservice,2935,35216.53,19369.09,15847.44,4930.31
2025-04-01,COLA-DIET,West,Grocery,7320,87843.02,48313.66,39529.36,12298.02
2025-04-01,COLA-REG,Midwest,Club,15684,188213.19,103517.25,84695.94,26349.85
2025-04-01,COLA-REG,Midwest,Convenience,4729,56746.89,31210.79,25536.1,7944.56
2025-04-01,COLA-REG,Midwest,Ecommerce,2142,25698.25,14134.04,11564.21,3597.76
2025-04-01,COLA-REG,Midwest,Foodservice,3142,37700.74,20735.41,16965.33,5278.1
2025-04-01,COLA-REG,Midwest,Grocery,7266,87193.54,47956.45,39237.09,12207.1
2025-04-01,COLA-REG,Mountain,Club,3086,37030.0,20366.5,16663.5,5184.2
2025-04-01,COLA-REG,Mountain,Convenience,3508,42091.52,23150.34,18941.18,5892.81
2025-04-01,COLA-REG,Mountain,Ecommerce,1597,19169.87,10543.43,8626.44,2683.78
2025-04-01,COLA-REG,Mountain,Foodservice,2235,26821.49,14751.82,12069.67,3755.01
2025-04-01,COLA-REG,Mountain,Grocery,5371,64454.29,35449.86,29004.43,9023.6
2025-04-01,COLA-REG,Northeast,Club,3924,47087.09,25897.9,21189.19,6592.19
2025-04-01,COLA-REG,Northeast,Convenience,4336,52035.77,28619.67,23416.1,7285.01
2025-04-01,COLA-REG,Northeast,Ecommerce,2072,24868.14,13677.48,11190.66,3481.54
2025-04-01,COLA-REG,Northeast,Foodservice,2814,33762.38,18569.31,15193.07,4726.73
2025-04-01,COLA-REG,Northeast,Grocery,6560,78717.88,43294.83,35423.05,11020.5
2025-04-01,COLA-REG,South,Club,4979,59750.73,32862.9,26887.83,8365.1
2025-04-01,COLA-REG,South,Convenience,5470,65638.42,36101.13,29537.29,9189.38
2025-04-01,COLA-REG,South,Ecommerce,2511,30127.06,16569.88,13557.18,4217.79
2025-04-01,COLA-REG,South,Foodservice,3463,41555.89,22855.74,18700.15,5817.82
2025-04-01,COLA-REG,South,Grocery,8346,100156.72,55086.2,45070.52,14021.94
2025-04-01,COLA-REG,West,Club,5624,67486.45,37117.55,30368.9,9448.1
2025-04-01,COLA-REG,West,Convenience,6098,73172.78,40245.03,32927.75,10244.19
2025-04-01,COLA-REG,West,Ecommerce,2897,34758.37,19117.1,15641.27,4866.17
2025-04-01,COLA-REG,West,Foodservice,4083,48993.37,26946.35,22047.02,6859.07
2025-04-01,COLA-REG,West,Grocery,10006,120071.81,66039.5,54032.31,16810.05
2025-04-01,ENG-ORIG,Midwest,Club,1431,31486.62,12594.65,18891.97,3463.53
2025-04-01,ENG-ORIG,Midwest,Convenience,1562,34365.05,13746.02,20619.03,3780.16
2025-04-01,ENG-ORIG,Midwest,Ecommerce,748,16466.96,6586.78,9880.18,1811.37
2025-04-01,ENG-ORIG,Midwest,Foodservice,1024,22521.13,9008.45,13512.68,2477.32
2025-04-01,ENG-ORIG,Midwest,Grocery,2431,53471.73,21388.69,32083.04,5881.89
2025-04-01,ENG-ORIG,Mountain,Club,1043,22935.48,9174.19,13761.29,2522.9
2025-04-01,ENG-ORIG,Mountain,Convenience,1128,24811.68,9924.67,14887.01,2729.28
2025-04-01,ENG-ORIG,Mountain,Ecommerce,517,11368.55,4547.42,6821.13,1250.54
2025-04-01,ENG-ORIG,Mountain,Foodservice,690,15178.44,6071.38,9107.06,1669.63
2025-04-01,ENG-ORIG,Mountain,Grocery,1751,38525.89,15410.36,23115.53,4237.85
